Site_Index	Partition_Index	Rate_Category
1	1	4604
2	1	441
3	1	21
4	1	3697
5	1	8124
6	1	4060
7	1	48
8	1	2361
9	1	125
10	1	577
11	1	2347
12	1	3279
13	1	6715
14	1	8400
15	1	153
16	1	8234
17	1	4317
18	1	9446
19	1	9810
20	1	6741
21	1	7605
22	1	5852
23	1	2178
24	1	5686
25	1	2203
26	1	2632
27	1	8079
28	1	7501
29	1	1819
30	1	7269
31	1	9916
32	1	8165
33	1	4174
34	1	2675
35	1	2066
36	1	5482
37	1	9614
38	1	9527
39	1	6239
40	1	7302
41	1	4956
42	1	9777
43	1	778
44	1	4290
45	1	141
46	1	5825
47	1	2148
48	1	3916
49	1	4568
50	1	5763
51	1	8689
52	1	9002
53	1	2184
54	1	9592
55	1	8585
56	1	3884
57	1	2504
58	1	3146
59	1	4050
60	1	2536
61	1	6169
62	1	1314
63	1	994
64	1	429
65	1	2033
66	1	8702
67	1	9913
68	1	3563
69	1	1242
70	1	9385
71	1	7517
72	1	5551
73	1	765
74	1	5858
75	1	6883
76	1	9150
77	1	4519
78	1	6734
79	1	9444
80	1	6849
81	1	6652
82	1	7683
83	1	4030
84	1	750
85	1	2927
86	1	4749
87	1	9239
88	1	6097
89	1	414
90	1	6576
91	1	4998
92	1	5250
93	1	2782
94	1	3282
95	1	8271
96	1	3693
97	1	9573
98	1	2940
99	1	4681
100	1	9204
