Site_Index	Partition_Index	Rate_Category
1	1	1810
2	1	1207
3	1	9385
4	1	4111
5	1	4499
6	1	7406
7	1	1875
8	1	9707
9	1	2320
10	1	5273
11	1	178
12	1	5756
13	1	1929
14	1	7017
15	1	1640
16	1	643
17	1	9569
18	1	250
19	1	3943
20	1	7213
21	1	9976
22	1	8180
23	1	6278
24	1	9078
25	1	9886
26	1	1588
27	1	1009
28	1	5064
29	1	7477
30	1	7032
31	1	1368
32	1	5567
33	1	6520
34	1	6757
35	1	1400
36	1	4913
37	1	8120
38	1	4970
39	1	629
40	1	5879
41	1	6985
42	1	5356
43	1	7155
44	1	4676
45	1	4981
46	1	8499
47	1	3005
48	1	1619
49	1	1067
50	1	7517
51	1	8473
52	1	8493
53	1	8479
54	1	3560
55	1	8661
56	1	7033
57	1	5897
58	1	1206
59	1	2574
60	1	5377
61	1	3807
62	1	4296
63	1	4224
64	1	5384
65	1	4387
66	1	5522
67	1	9089
68	1	5376
69	1	5236
70	1	9038
71	1	996
72	1	9625
73	1	1617
74	1	3224
75	1	8226
76	1	7861
77	1	9584
78	1	7866
79	1	1184
80	1	5637
81	1	9521
82	1	834
83	1	6617
84	1	4161
85	1	4268
86	1	387
87	1	7305
88	1	7586
89	1	1142
90	1	4925
91	1	8819
92	1	207
93	1	6021
94	1	6897
95	1	5666
96	1	3465
97	1	7220
98	1	5085
99	1	6492
100	1	3
