Site_Index	Partition_Index	Rate_Category
1	1	1815
2	1	3483
3	1	242
4	1	5314
5	1	8457
6	1	8770
7	1	8305
8	1	9690
9	1	8645
10	1	6153
11	1	3728
12	1	9565
13	1	545
14	1	3049
15	1	2640
16	1	6009
17	1	8384
18	1	5051
19	1	8734
20	1	235
21	1	8276
22	1	934
23	1	114
24	1	5233
25	1	6082
26	1	8007
27	1	6765
28	1	4647
29	1	4113
30	1	9077
31	1	2613
32	1	5727
33	1	2500
34	1	8989
35	1	6295
36	1	8080
37	1	8605
38	1	6615
39	1	6955
40	1	4423
41	1	3809
42	1	8784
43	1	9157
44	1	1491
45	1	6441
46	1	2852
47	1	7825
48	1	7701
49	1	8677
50	1	4011
51	1	8015
52	1	3530
53	1	3275
54	1	265
55	1	6014
56	1	6005
57	1	6119
58	1	5210
59	1	8497
60	1	3228
61	1	9626
62	1	6015
63	1	993
64	1	77
65	1	5790
66	1	7358
67	1	1277
68	1	1965
69	1	899
70	1	9510
71	1	8687
72	1	8070
73	1	7217
74	1	9455
75	1	7617
76	1	5555
77	1	2363
78	1	6338
79	1	5212
80	1	2270
81	1	2622
82	1	4099
83	1	6064
84	1	8035
85	1	8379
86	1	7441
87	1	189
88	1	8810
89	1	9864
90	1	4304
91	1	6493
92	1	1432
93	1	4868
94	1	1970
95	1	8065
96	1	1789
97	1	1461
98	1	9605
99	1	8755
100	1	3220
