Site_Index	Partition_Index	Rate_Category
1	1	2536
2	1	6564
3	1	8514
4	1	4877
5	1	8455
6	1	7428
7	1	1403
8	1	1897
9	1	4274
10	1	4655
11	1	2104
12	1	3278
13	1	6249
14	1	8119
15	1	4684
16	1	7944
17	1	8736
18	1	3209
19	1	2113
20	1	806
21	1	9363
22	1	5570
23	1	1414
24	1	7633
25	1	3525
26	1	9717
27	1	7313
28	1	1742
29	1	5231
30	1	4921
31	1	5108
32	1	7904
33	1	3254
34	1	90
35	1	2327
36	1	3295
37	1	6652
38	1	1687
39	1	5274
40	1	1807
41	1	8341
42	1	3824
43	1	9256
44	1	5657
45	1	2931
46	1	3448
47	1	4268
48	1	7177
49	1	764
50	1	2031
51	1	3792
52	1	6086
53	1	5575
54	1	7382
55	1	7728
56	1	8460
57	1	3736
58	1	6491
59	1	9395
60	1	4326
61	1	4288
62	1	1022
63	1	8701
64	1	4731
65	1	3564
66	1	3843
67	1	6245
68	1	8868
69	1	7495
70	1	4360
71	1	2798
72	1	6458
73	1	8302
74	1	489
75	1	2510
76	1	6029
77	1	2775
78	1	3204
79	1	7334
80	1	5677
81	1	1968
82	1	2911
83	1	1720
84	1	7142
85	1	5365
86	1	2902
87	1	8953
88	1	7686
89	1	563
90	1	3655
91	1	8185
92	1	7179
93	1	6261
94	1	1331
95	1	7459
96	1	2047
97	1	3292
98	1	5365
99	1	1739
100	1	4522
