Site_Index	Partition_Index	Rate_Category
1	1	3
2	1	3
3	1	12
4	1	1
5	1	9
6	1	4
7	1	6
8	1	13
9	1	11
10	1	11
11	1	9
12	1	10
13	1	6
14	1	6
15	1	15
16	1	12
17	1	12
18	1	4
19	1	13
20	1	2
21	1	8
22	1	2
23	1	7
24	1	2
25	1	9
26	1	6
27	1	15
28	1	11
29	1	15
30	1	15
31	1	1
32	1	4
33	1	8
34	1	4
35	1	7
36	1	15
37	1	4
38	1	8
39	1	3
40	1	1
41	1	14
42	1	13
43	1	13
44	1	5
45	1	11
46	1	7
47	1	11
48	1	5
49	1	13
50	1	5
51	1	8
52	1	8
53	1	10
54	1	3
55	1	9
56	1	9
57	1	2
58	1	10
59	1	2
60	1	15
61	1	7
62	1	4
63	1	8
64	1	5
65	1	10
66	1	15
67	1	7
68	1	13
69	1	11
70	1	2
71	1	6
72	1	7
73	1	12
74	1	5
75	1	6
76	1	2
77	1	6
78	1	4
79	1	7
80	1	6
81	1	15
82	1	2
83	1	4
84	1	6
85	1	15
86	1	6
87	1	5
88	1	5
89	1	13
90	1	7
91	1	4
92	1	4
93	1	12
94	1	5
95	1	11
96	1	10
97	1	1
98	1	10
99	1	8
100	1	5
