Site_Index	Partition_Index	Rate_Category
1	1	7
2	1	1
3	1	9
4	1	13
5	1	15
6	1	5
7	1	6
8	1	1
9	1	9
10	1	5
11	1	9
12	1	9
13	1	10
14	1	2
15	1	3
16	1	8
17	1	15
18	1	2
19	1	1
20	1	13
21	1	12
22	1	4
23	1	1
24	1	15
25	1	8
26	1	4
27	1	2
28	1	6
29	1	4
30	1	10
31	1	10
32	1	2
33	1	2
34	1	4
35	1	13
36	1	1
37	1	12
38	1	9
39	1	3
40	1	3
41	1	12
42	1	5
43	1	3
44	1	8
45	1	8
46	1	5
47	1	2
48	1	3
49	1	2
50	1	3
51	1	3
52	1	12
53	1	1
54	1	12
55	1	13
56	1	2
57	1	3
58	1	12
59	1	5
60	1	10
61	1	12
62	1	13
63	1	10
64	1	15
65	1	4
66	1	15
67	1	8
68	1	10
69	1	3
70	1	15
71	1	8
72	1	2
73	1	14
74	1	5
75	1	13
76	1	6
77	1	13
78	1	10
79	1	13
80	1	1
81	1	3
82	1	11
83	1	2
84	1	10
85	1	13
86	1	13
87	1	5
88	1	4
89	1	3
90	1	11
91	1	13
92	1	4
93	1	4
94	1	9
95	1	8
96	1	2
97	1	4
98	1	10
99	1	14
100	1	9
