Site_Index	Partition_Index	Rate_Category
1	1	3
2	1	5
3	1	8
4	1	15
5	1	1
6	1	12
7	1	3
8	1	12
9	1	13
10	1	10
11	1	10
12	1	1
13	1	1
14	1	12
15	1	11
16	1	13
17	1	8
18	1	3
19	1	6
20	1	15
21	1	6
22	1	2
23	1	2
24	1	13
25	1	15
26	1	2
27	1	10
28	1	7
29	1	10
30	1	2
31	1	7
32	1	12
33	1	13
34	1	4
35	1	15
36	1	1
37	1	12
38	1	14
39	1	13
40	1	10
41	1	14
42	1	12
43	1	8
44	1	11
45	1	13
46	1	8
47	1	14
48	1	12
49	1	14
50	1	12
51	1	4
52	1	12
53	1	13
54	1	3
55	1	10
56	1	13
57	1	1
58	1	9
59	1	1
60	1	12
61	1	6
62	1	9
63	1	12
64	1	14
65	1	3
66	1	9
67	1	7
68	1	2
69	1	5
70	1	1
71	1	14
72	1	12
73	1	2
74	1	6
75	1	15
76	1	3
77	1	12
78	1	8
79	1	14
80	1	1
81	1	2
82	1	5
83	1	6
84	1	6
85	1	4
86	1	6
87	1	7
88	1	5
89	1	3
90	1	13
91	1	7
92	1	5
93	1	12
94	1	9
95	1	12
96	1	4
97	1	11
98	1	2
99	1	6
100	1	1
