Site_Index	Partition_Index	Rate_Category
1	1	7
2	1	13
3	1	12
4	1	7
5	1	6
6	1	13
7	1	4
8	1	10
9	1	9
10	1	12
11	1	6
12	1	3
13	1	1
14	1	2
15	1	8
16	1	6
17	1	15
18	1	4
19	1	12
20	1	1
21	1	10
22	1	15
23	1	3
24	1	11
25	1	10
26	1	6
27	1	4
28	1	10
29	1	14
30	1	6
31	1	12
32	1	12
33	1	7
34	1	2
35	1	8
36	1	4
37	1	8
38	1	10
39	1	10
40	1	2
41	1	12
42	1	10
43	1	2
44	1	10
45	1	7
46	1	15
47	1	14
48	1	8
49	1	2
50	1	8
51	1	12
52	1	12
53	1	15
54	1	7
55	1	12
56	1	12
57	1	9
58	1	1
59	1	13
60	1	3
61	1	11
62	1	15
63	1	9
64	1	9
65	1	9
66	1	8
67	1	4
68	1	3
69	1	9
70	1	8
71	1	13
72	1	3
73	1	1
74	1	1
75	1	12
76	1	1
77	1	3
78	1	3
79	1	14
80	1	7
81	1	12
82	1	11
83	1	8
84	1	8
85	1	7
86	1	13
87	1	13
88	1	15
89	1	13
90	1	15
91	1	11
92	1	15
93	1	5
94	1	5
95	1	14
96	1	15
97	1	6
98	1	15
99	1	13
100	1	6
